"","trans.index","pool.index","distance","position","gene","plate","well","code"
"796",3766,2758,1,1983990,"SP_2075",8,70,"110001100011011011110000"
"797",5874,2760,0,1878935,"SP_1973",8,72,"001011010110110000000011"
"798",1044,2767,3,457734,"SP_0478",8,79,"111110010101110010100110"
"799",2067,2769,1,1025206,"SP_1088",8,81,"101101111100001110100101"
"800",1000,2776,2,442048,"SP_0463",8,88,"101001101001010101010000"
"801",3457,2788,3,1850139,"SP_1947",8,100,"101101111110101110000010"
"802",5099,2790,0,1587447,"SP_1687",8,102,"011110000100001010110001"
"803",3359,2803,1,1793907,"SP_1889",8,115,"011100101001111101010101"
"804",5483,2806,2,149846,"",8,118,"001111111111100110100000"
"805",5162,2807,1,1720508,"",8,119,"011110001110010001000001"
"806",280,2812,1,112718,"SP_0110",8,124,"100110101001001110011010"
"807",730,2816,0,279083,"",8,128,"101000111111010110100000"
"808",1349,2816,0,602424,"SP_0638",8,128,"101000111111010110100000"
"809",747,2820,0,283407,"",8,132,"101100010011111110010000"
"810",2528,2830,3,1337168,"SP_1417",8,142,"100100001101101111101011"
"811",499,2832,1,164842,"",8,144,"110000001011101111101101"
"812",562,2835,1,192777,"",8,147,"101000110011011010011100"
"813",430,2836,3,151957,"SP_0155",8,148,"111001001010101011110011"
"814",4516,2840,3,209787,"",8,152,"001101011001111110010101"
"815",5510,2860,0,216863,"SP_0247",8,172,"001110011111010111001100"
"816",2857,2863,3,1557151,"",8,175,"110100011101100000011110"
"817",5889,2870,0,1954591,"",8,182,"001111000110010101100101"
"818",1415,2875,2,627606,"",8,187,"111001111101001010001011"
"819",6450,2876,3,1965873,"SP_2065",8,188,"000000001011101100101110"
"820",385,2877,3,143521,"SP_0145",8,189,"011101001110101100101011"
"821",5032,2892,1,1383573,"SP_1470",8,204,"000011110110001111110110"
"822",4839,2896,3,939897,"",8,208,"011111010001011101000111"
"823",5222,2896,1,1800323,"SP_1894",8,208,"011111010001011101000111"
"824",2135,2905,1,1070415,"SP_1141",8,217,"110111101111011000000011"
"825",23,2908,0,25155,"SP_0021",8,220,"111000100110110001100110"
"826",4452,2911,0,116602,"SP_0115",8,223,"011000110010110111100010"
"827",5181,2913,1,1742668,"",8,225,"011101001110101111010100"
"828",5890,2928,0,1955143,"",8,240,"001011010101111110011001"
"829",2591,2931,2,1355092,"SP_1435",8,243,"110111100110101010101100"
"830",4077,2936,3,2074151,"SP_2159",8,248,"010010111101100001110010"
"831",3018,2940,0,1659838,"SP_1759",8,252,"100000010111001011100001"
"832",16,2956,3,9118,"",8,268,"100111000011100111111001"
"833",284,2959,3,115057,"SP_0113",8,271,"111101100011011001101010"
"834",4788,2962,1,748437,"SP_0795",8,274,"011011111000010010000111"
"835",1710,2965,3,794266,"SP_0847",8,277,"101101110011110001011010"
"836",5659,2972,0,841872,"SP_0892",8,284,"001101010101110001010110"
"837",5696,2972,0,994237,"SP_1057",8,284,"001101010101110001010110"
"838",2210,2978,0,1124851,"SP_1187",8,290,"101000111100100110011100"
"839",3017,2982,3,1659177,"SP_1758",8,294,"001111001111011001101100"
"840",3421,3006,0,1831200,"",8,318,"110100101010100110100011"
"841",4674,3009,1,542830,"",8,321,"011010100001101101110111"
"842",4841,3009,1,949088,"SP_1004",8,321,"011010100001101101110111"
"843",5144,3010,1,1676363,"SP_1771",8,322,"010001111001101000001100"
"844",5103,3011,3,1590517,"SP_1689",8,323,"011010011100101010100110"
"845",3805,3012,3,2002468,"SP_2094",8,324,"101101111110001010111000"
"846",4541,3013,0,242232,"SP_0267",8,325,"011010011010000000110011"
"847",5784,3028,3,1452960,"SP_1545",8,340,"011000110010010011011000"
"848",2862,3036,1,1575174,"",8,348,"100001000011101011001001"
"849",2167,3039,3,1095607,"SP_1160",8,351,"000111100101011001010011"
"850",5726,3039,2,1167810,"SP_1237",8,351,"000111100101011001010011"
"851",5342,3040,1,2041947,"SP_2130",8,352,"010110011010000010101001"
"852",2093,3044,2,1049544,"SP_1118",8,356,"111110010011000010101111"
"853",3855,3044,3,2015228,"SP_2105",8,356,"111110010011000010101111"
"854",570,3045,3,210389,"SP_0240",8,357,"101001010111100010111101"
"855",2399,3054,3,1250958,"SP_1326",8,366,"011010100010100011101101"
"856",1639,3055,3,731237,"",8,367,"111111001001001101100011"
"857",1920,3057,2,949382,"SP_1004",8,369,"111100111101000110001000"
"858",2630,3058,2,1379525,"SP_1466",8,370,"001010001000101100011110"
"859",1164,3059,2,512278,"",8,371,"110000001100110010100110"
"860",3639,3060,1,1931507,"SP_2026",8,372,"101000111100000010100110"
"861",4836,3063,1,924868,"SP_0979",8,375,"010100111010101001101010"
"862",737,3064,3,280083,"SP_0306",8,376,"101110111101100011010100"
"863",2706,3069,2,1451657,"SP_1544",8,381,"001101101111110001010000"
"864",6038,3072,3,613617,"SP_0647",8,384,"000111100101000011001111"
"865",4170,3079,1,2085772,"",9,7,"110001010101001110101001"
"866",4764,3083,3,696694,"",9,11,"010001001000011110111000"
"867",6178,3085,0,1965839,"SP_2065",9,13,"000110000110000010011111"
"868",2764,3093,2,1517110,"SP_1615",9,21,"110011001100010101010000"
"869",2649,3095,3,1394756,"SP_1482",9,23,"110011001000100010111011"
"870",689,3098,3,264015,"",9,26,"111001001101010001111101"
"871",775,3098,3,292357,"SP_0317",9,26,"111001001101010001111101"
"872",5521,3100,3,274741,"SP_0298",9,28,"001110011110100011101101"
"873",2392,3106,2,1249797,"SP_1326",9,34,"110000001110010001111110"
"874",4765,3113,2,696839,"SP_0731",9,41,"011001101111000010100000"
"875",4805,3114,0,822668,"",9,42,"010001110010011110111110"
"876",4530,3129,1,220277,"SP_0251",9,57,"010010110000011001101111"
"877",4842,3131,3,949380,"SP_1004",9,59,"010001001001010100111111"
"878",2230,3132,0,1135011,"SP_1201",9,60,"111000100010100010110111"
"879",4500,3137,0,171176,"SP_0178",9,65,"010001000101000010011111"
"880",5062,3137,0,1520013,"SP_1619",9,65,"010001000101000010011111"
"881",3798,3138,2,1997620,"SP_2089",9,66,"101101001011101100100010"
"882",3751,3140,3,1980401,"",9,68,"101010101011101100100111"
"883",5511,3144,1,217058,"SP_0247",9,72,"001110011110011101001011"
"884",4656,3145,1,499678,"",9,73,"011001011100110011110110"
"885",6273,3152,0,1843445,"SP_1940",9,80,"000011110111100001001011"
"886",4304,3160,3,2125090,"SP_2205",9,88,"110011110110010110101001"
"887",6106,3161,3,1378827,"SP_1465",9,89,"000100011000111001110100"
"888",2615,3164,0,1369018,"SP_1449",9,92,"101001010101111111000011"
"889",2957,3170,3,1610220,"",9,98,"111001111110100011010100"
"890",5480,3172,0,145174,"SP_0147",9,100,"001111110101000000001001"
"891",3893,3174,0,2030914,"SP_2117",9,102,"111111110010000111100010"
"892",5130,3174,1,1665584,"SP_1763",9,102,"111111110010000111100010"
"893",4943,3179,2,1219429,"",9,107,"011100010101001101011010"
"894",1145,3185,3,509011,"SP_0529",9,113,"111010111111110000000011"
"895",1441,3185,0,637506,"SP_0664",9,113,"111010111111110000000011"
"896",3483,3185,3,1855966,"SP_1953",9,113,"111010111111110000000011"
"897",2405,3187,0,1253962,"SP_1329",9,115,"101010101100001111001010"
"898",4631,3191,3,459155,"SP_0479",9,119,"011101001011101100011110"
"899",2525,3193,3,1336230,"",9,121,"110111100011001101011100"
"900",6042,3199,3,632475,"SP_0662",9,127,"001100000000100101011111"
"901",2931,3200,0,1593232,"",9,128,"100100111110011101000010"
"902",5035,3202,1,1403466,"SP_1493",9,130,"011011111001100101011001"
"903",5894,3216,2,1961913,"SP_2060",9,144,"001110100101010100110101"
"904",4005,3223,3,2056482,"SP_2144",9,151,"111110010001100001110111"
"905",1782,3232,0,859868,"SP_0907",9,160,"100111111111101001010000"
"906",3603,3235,2,1921143,"",9,163,"110001101101001010110010"
"907",1848,3236,3,892805,"",9,164,"101000001000110100100111"
"908",2271,3243,3,1184223,"SP_1249",9,171,"001011101000000111101110"
"909",5930,3246,3,2064457,"",9,174,"001100001000000111101011"
"910",3460,3258,2,1850713,"SP_1949",9,186,"001100111100001100110011"
"911",5322,3261,2,2012882,"SP_2102",9,189,"010010000010111011011101"
"912",3649,3262,1,1933726,"SP_2027",9,190,"111111000011010101101100"
"913",2277,3263,1,1185524,"SP_1250",9,191,"101001010101011000000110"
"914",4717,3264,0,621164,"SP_0648",9,192,"010001001111111110101010"
"915",6477,3269,2,1673680,"SP_1769",9,197,"000000001010111111001010"
"916",4857,3277,1,976673,"SP_1035",9,205,"011001101100110001100011"
"917",228,3280,0,88992,"",9,208,"111101100011100111001100"
"918",4387,3285,3,51049,"SP_0047",9,213,"011011110010110111010001"
"919",314,3286,0,133897,"SP_0135",9,214,"100111110101001100000110"
"920",4619,3288,0,443842,"SP_0464",9,216,"010110100111000101111000"
"921",413,3289,1,149577,"SP_0151",9,217,"100000101010101011110101"
"922",4348,3292,3,2156283,"SP_2235",9,220,"101111101101001001001110"
"923",5489,3299,3,160998,"",9,227,"001101010001011111011110"
"924",6315,3312,0,609101,"SP_0641",9,240,"000001101101001001110001"
"925",1707,3315,3,791653,"SP_0845",9,243,"111010000100011101000111"
"926",2495,3318,3,1306244,"",9,246,"101101000110001110100011"
"927",2973,3318,3,1620914,"",9,246,"101101000110001110100011"
"928",2871,3321,0,1578351,"SP_1677",9,249,"110000001100010101100011"
"929",4375,3330,3,26938,"SP_0023",9,258,"011100100111110110001011"
"930",4992,3330,2,1270316,"",9,258,"011100100111110110001011"
"931",5387,3330,3,2078286,"SP_2160",9,258,"011100100111110110001011"
"932",5395,3332,1,2084008,"SP_2167",9,260,"010010000111000101001110"
"933",891,3335,3,375352,"SP_0395",9,263,"100010110111100000100010"
"934",1960,3336,2,974685,"SP_1033",9,264,"110101110001100011101000"
"935",3676,3339,3,1940879,"SP_2034",9,267,"100001111110101100011000"
"936",2039,3343,2,995406,"",9,271,"111010001011000101111101"
"937",4191,3345,3,2090712,"SP_2173",9,273,"100111001101101111011000"
"938",4193,3348,0,2090883,"SP_2173",9,276,"101010010110010110101111"
"939",3419,3350,3,1830168,"",9,278,"001111110011101010011100"
"940",2384,3351,2,1247707,"SP_1324",9,279,"111101101100000010101111"
"941",5607,3354,1,569443,"",9,282,"011101110100110110110001"
"942",5675,3356,3,941262,"SP_1000",9,284,"001111001101111010110100"
"943",3134,3369,3,1709371,"",9,297,"101111010101010111001001"
"944",6395,3370,1,1330734,"",9,298,"010000100110011010101100"
"945",4812,3371,3,855499,"",9,299,"000110001101110100101101"
"946",6053,3376,1,740734,"SP_0787",9,304,"000111101010000001101001"
"947",6180,3376,1,1981070,"SP_2073",9,304,"000111101010000001101001"
"948",4441,3383,2,106951,"",9,311,"010011011111001101100000"
"949",4344,3389,2,2155017,"SP_2234",9,317,"110001101100000011001010"
"950",5072,3391,3,1534492,"SP_1634",9,319,"011100011010001111111100"
"951",5492,3392,1,163520,"",9,320,"001000011000011100101011"
"952",2023,3393,1,990132,"SP_1053",9,321,"101000110110011001010110"
"953",2769,3393,3,1517776,"SP_1616",9,321,"101000110110011001010110"
"954",5876,3395,2,1886572,"SP_1982",9,323,"011010100010000111010111"
"955",841,3396,3,344120,"SP_0368",9,324,"100111110100111000100111"
"956",5627,3397,3,634895,"SP_0664",9,325,"011000001000110111100100"
"957",48,3401,3,48284,"SP_0045",9,329,"100100111111001101011001"
"958",5384,3404,3,2075885,"SP_2159",9,332,"011110110010011100010111"
"959",4415,3405,0,75537,"SP_0071",9,333,"011100101000110111010010"
"960",2947,3407,0,1598943,"",9,335,"101001100111100000101000"
"961",5404,3419,3,2094656,"",9,347,"011111101010001110100101"
"962",1546,3423,3,681983,"",9,351,"110110000000010101101111"
"963",5923,3429,3,2046740,"SP_2136",9,357,"001000011101011111100001"
"964",664,3433,0,243629,"SP_0268",9,361,"111000010001010000011110"
"965",320,3438,1,134506,"SP_0136",9,366,"101100100101010101101111"
"966",5886,3438,3,1940226,"SP_2033",9,366,"101100100101010101101111"
"967",2340,3443,1,1231508,"",9,371,"110010010111110100100001"
"968",77,3446,2,60942,"SP_0057",9,374,"101000110010110111011110"
"969",5249,3448,0,1858739,"SP_1954",9,376,"010011100010101110001011"
"970",5167,3451,3,1725855,"SP_1812",9,379,"011110111001010100000011"
"971",3864,3456,3,2020665,"",9,384,"110000110010011111010111"
"972",5450,3458,3,78784,"",10,2,"001011101011001001110100"
"973",1642,3459,1,736210,"SP_0783",10,3,"111011010111011110000010"
"974",2413,3466,0,1255473,"SP_1331",10,10,"110010011101001000010100"
"975",2049,3474,1,1000118,"",10,18,"000011110100101100101110"
"976",6229,3474,0,438606,"SP_0462",10,18,"000011110100101100101110"
"977",3659,3480,2,1937874,"SP_2031",10,24,"001000011011101100010111"
"978",1486,3486,2,657130,"SP_0686",10,30,"111010001100100101101111"
"979",6346,3487,1,1717531,"SP_1800",10,31,"000001011110000101111110"
"980",2062,3498,2,1016668,"",10,42,"111101011100011001011001"
"981",2183,3500,3,1105384,"SP_1169",10,44,"101110110001001011010010"
"982",4798,3507,0,782903,"SP_0834",10,51,"011100011101110110001101"
"983",538,3508,1,180380,"SP_0187",10,52,"001011101010100111001001"
"984",5846,3510,0,1740866,"SP_1829",10,54,"001101011011011101001101"
"985",4915,3511,0,1093317,"SP_1157",10,55,"011010101111000001101100"
"986",4939,3512,0,1214423,"",10,56,"010010110011101001010011"
"987",1367,3514,3,608351,"SP_0641",10,58,"100001111010011011110011"
"988",165,3526,1,75660,"SP_0071",10,70,"110101110110100111000000"
"989",3841,3536,0,2012695,"",10,80,"111010000100100000011110"
"990",5491,3537,3,162161,"",10,81,"001001001111001100111111"
"991",5546,3545,1,419871,"SP_0447",10,89,"001000100011010101010101"
"992",2148,3546,1,1085322,"SP_1154",10,90,"101110110000000001010101"
"993",5646,3548,2,737388,"SP_0784",10,92,"001110010110111100000000"
"994",3915,3549,3,2037950,"SP_2126",10,93,"101101000101011001011010"
"995",5243,3554,2,1855745,"SP_1952",10,98,"011101001100110001010101"
"996",2121,3560,0,1063388,"SP_1129",10,104,"111101010101101000001001"
"997",3130,3563,3,1705298,"",10,107,"110011001111011011001010"
"998",715,3568,0,276251,"",10,112,"100000011110100011010010"
"999",1823,3572,0,874977,"SP_0920",10,116,"110010100001011111011110"
"1000",5263,3574,0,1892399,"",10,118,"010011010001100001111011"
"1001",5668,3577,2,879420,"SP_0925",10,121,"011010101101011100010010"
"1002",810,3592,0,313338,"SP_0340",10,136,"101100100010101111100001"
"1003",5916,3597,2,2036647,"",10,141,"011011001111101010011100"
"1004",6209,3599,3,2129972,"SP_2209",10,143,"000101001100011010100011"
"1005",71,3603,0,60612,"SP_0057",10,147,"111110011001100100000110"
"1006",4981,3616,0,1265479,"SP_1342",10,160,"010001110001110100011110"
"1007",4008,3619,2,2057555,"",10,163,"111101011111001110100000"
"1008",4172,3620,0,2086378,"",10,164,"100011100001100000101101"
"1009",5056,3622,0,1510674,"SP_1608",10,166,"010010001111111101100110"
"1010",4999,3623,0,1306208,"",10,167,"011101000000011010101100"
"1011",610,3631,0,218938,"SP_0250",10,175,"110001101111101010010101"
"1012",5888,3635,0,1953569,"",10,179,"001000100001110110001101"
"1013",5153,3643,3,1712016,"SP_1796",10,187,"011001101010111111001100"
"1014",5211,3643,2,1778816,"SP_1874",10,187,"011001101010111111001100"
"1015",5921,3661,3,2046352,"",10,205,"001100001100010100111010"
"1016",8,3668,1,6467,"SP_0006",10,212,"110110111001100101010101"
"1017",1941,3687,0,955703,"SP_1011",10,231,"110000000111011101110111"
"1018",3123,3689,2,1703982,"SP_1786",10,233,"011011001010110000110101"
"1019",4872,3691,3,989493,"SP_1052",10,235,"011100101011111001001000"
"1020",5895,3696,3,1980452,"",10,240,"001000100001101111101110"
"1021",4710,3699,0,609286,"SP_0641",10,243,"011101001101100001001110"
"1022",5354,3700,3,2051392,"SP_2141",10,244,"011100011011100010111110"
"1023",2819,3702,0,1539830,"SP_1640",10,246,"100001110011010111111010"
"1024",4985,3703,0,1267286,"SP_1343",10,247,"010110101101000111101011"
"1025",2761,3706,1,1516471,"SP_1615",10,250,"100011011101010000100010"
"1026",2922,3707,2,1590425,"SP_1689",10,251,"101010010111100010001110"
"1027",4811,3711,3,853587,"SP_0898",10,255,"011110001110001011011101"
"1028",2252,3715,0,1162087,"SP_1229",10,259,"100000011110111001001110"
"1029",3080,3719,0,1674847,"SP_1770",10,263,"101110000000111110011001"
"1030",1986,3732,3,981759,"",10,276,"101011001000110111101011"
"1031",1755,3733,0,844943,"SP_0894",10,277,"110101001100100100111001"
"1032",2017,3747,1,989338,"SP_1052",10,291,"100011011010010111110101"
"1033",1052,3751,3,459279,"SP_0479",10,295,"111001110101110001011100"
"1034",1830,3751,0,878621,"",10,295,"111001110101110001011100"
"1035",5454,3753,0,91618,"F01-SP0085-SP0086",10,297,"001011010000100111001111"
"1036",5901,3753,0,2007622,"SP_2099",10,297,"001011010000100111001111"
"1037",5903,3753,0,2012430,"SP_2101",10,297,"001011010000100111001111"
"1038",5571,3759,3,485478,"",10,303,"001101100010101101110111"
"1039",5479,3767,0,144095,"",10,311,"001111001101100011010111"
"1040",5939,3769,2,2079113,"SP_2160",10,313,"001111001000100011100010"
"1041",4633,3770,2,460241,"SP_0479",10,314,"011011110100011101000100"
"1042",5193,3774,2,1759546,"SP_1852",10,318,"010010110110110011111010"
"1043",4806,3776,2,824894,"SP_0877",10,320,"011011000110100110010101"
"1044",5490,3779,3,162017,"SP_0166",10,323,"011000000101010101100101"
"1045",4637,3781,1,462543,"SP_0481",10,325,"010000101010101011001001"
"1046",4871,3781,1,988793,"SP_1051",10,325,"010000101010101011001001"
"1047",2164,3782,2,1093553,"F42-SP1157-SP1158",10,326,"000010011010101000111010"
"1048",2685,3784,2,1434762,"SP_1525",10,328,"110010101100000011111001"
"1049",5693,3793,3,985679,"SP_1046",10,337,"001111000111111000100111"
"1050",1510,3799,0,666910,"SP_0698",10,343,"111111000000100110101111"
"1051",3994,3803,3,2053817,"SP_2143",10,347,"110110110011100100111001"
"1052",4905,3805,3,1066148,"",10,349,"001011101101011101000111"
"1053",541,3812,3,180724,"",10,356,"101010010100101111101011"
"1054",1482,3827,2,656545,"SP_0686",10,371,"100101011110001011101011"
"1055",1652,3827,3,740818,"SP_0787",10,371,"100101011110001011101011"
"1056",1568,3828,1,689136,"SP_0724",10,372,"101110000000111101100110"
"1057",2863,3830,1,1575179,"",10,374,"100110100001001011101011"
"1058",3032,3832,3,1662483,"SP_1761",10,376,"010011101011111000011110"
"1059",5658,3839,1,840054,"",10,383,"001110011100011001010110"
"1060",3009,3841,2,1655509,"SP_1754",11,1,"111111001001101010100110"
"1061",1435,3842,1,636561,"SP_0664",11,2,"111001001110100001000001"
"1062",4790,3846,3,750415,"SP_0797",11,6,"011100011000010001111101"
"1063",4484,3851,3,152160,"SP_0155",11,11,"011100100100100010001101"
"1064",693,3861,1,264798,"SP_0286",11,21,"001111111100101011000101"
"1065",4800,3872,0,788288,"",11,32,"011000001111010100001001"
"1066",2402,3875,3,1252168,"SP_1328",11,35,"111000101001101010100011"
"1067",2206,3876,0,1124474,"",11,36,"101100101000101101110010"
"1068",2207,3876,0,1124475,"SP_1186",11,36,"101100101000101101110010"
"1069",5577,3878,0,494321,"",11,38,"001100000111011100101110"
"1070",1814,3879,3,872802,"SP_0918",11,39,"111011010101000011111100"
"1071",5295,3881,0,1981294,"SP_2073",11,41,"011011111110100001110001"
"1072",2980,3884,0,1623800,"",11,44,"110010101001100100001001"
"1073",89,3885,3,63680,"",11,45,"110011110011010110011100"
"1074",1064,3885,1,465258,"SP_0483",11,45,"110011110011010110011100"
"1075",5618,3890,1,604272,"SP_0641",11,50,"001110100011100100111100"
"1076",2354,3894,0,1239130,"",11,54,"101000111000110101001101"
"1077",2792,3895,1,1527070,"SP_1625",11,55,"111110010110011000000110"
"1078",4523,3901,3,214953,"",11,61,"011101110011010110100011"
"1079",3967,3909,1,2045513,"SP_2133",11,69,"000100101110101100101101"
"1080",3247,3911,3,1741792,"SP_1830",11,71,"101010011011110100101110"
"1081",3012,3915,0,1656683,"SP_1756",11,75,"111010110100000110110001"
"1082",6272,3916,3,1800970,"",11,76,"000011000101111101011111"
"1083",6324,3917,0,882551,"SP_0930",11,77,"000001101101110100101000"
"1084",717,3922,3,276721,"",11,82,"101011001111010100000110"
"1085",3442,3925,0,1839411,"SP_1935",11,85,"100100000110111110011100"
"1086",4188,3925,2,2090457,"SP_2173",11,85,"100100000110111110011100"
"1087",2668,3928,0,1408002,"SP_1499",11,88,"111101100010110100101000"
"1088",4951,3932,1,1228593,"SP_1294",11,92,"011011110000110000110011"
"1089",2599,3935,0,1356927,"SP_1437",11,95,"111010111110011101000001"
"1090",4396,3936,0,62153,"SP_0057",11,96,"011000111000110110001110"
"1091",2975,3944,0,1622495,"SP_1719",11,104,"110001010010101110111011"
"1092",6469,3946,0,139184,"SP_0140",11,106,"000000000011101001011111"
"1093",1775,3948,0,857683,"SP_0904",11,108,"100100111100100100000110"
"1094",5229,3958,3,1822630,"SP_1908",11,118,"001010111101001001111011"
"1095",5477,3958,1,140414,"SP_0141",11,118,"001010111101001001111011"
"1096",4782,3964,0,736736,"",11,124,"010011010111101111010100"
"1097",4706,3966,0,605617,"SP_0641",11,126,"011001011101000111010111"
"1098",6374,3969,0,451695,"SP_0473",11,129,"000000110011010110010011"
"1099",564,3970,3,208354,"",11,130,"100101100100101111010111"
"1100",3683,3970,0,1942146,"SP_2035",11,130,"100101100100101111010111"
"1101",1974,3977,0,979145,"",11,137,"100001111000000101110010"
"1102",4489,3979,0,159530,"SP_0163",11,139,"010010001011001010001101"
"1103",2673,3980,2,1414954,"",11,140,"111001001101001000011110"
"1104",5374,3982,0,2069586,"",11,142,"010110010000011010100110"
"1105",2372,3985,0,1243061,"SP_1319",11,145,"111111000110010101011001"
"1106",4056,3986,1,2071334,"SP_2157",11,146,"001010000111101101000111"
"1107",4449,3990,1,113828,"",11,150,"011001011010111110100110"
"1108",784,3993,0,295292,"SP_0321",11,153,"101011110001011101001101"
"1109",4780,3995,0,731060,"",11,155,"011101000101100111000000"
"1110",5373,3995,3,2069308,"SP_2155",11,155,"011101000101100111000000"
"1111",3686,4000,0,1942782,"SP_2036",11,160,"110010010001011110110100"
"1112",453,4006,0,156739,"SP_0159",11,166,"100111000010010000100111"
"1113",1287,4008,1,559863,"SP_0588",11,168,"001101010111001011101101"
"1114",193,4011,2,78733,"SP_0071",11,171,"111101100100111001111000"
"1115",5761,4014,3,1325699,"",11,174,"001011010011010111110011"
"1116",5892,4015,0,1960374,"SP_2058",11,175,"001100001000011101110111"
"1117",2644,4026,2,1393574,"",11,186,"001010001111101011001001"
"1118",2832,4028,1,1543766,"",11,188,"101110110100010001111011"
"1119",4721,4031,2,625649,"SP_0654",11,191,"011011110001011101110001"
"1120",4907,4031,3,1070775,"SP_1142",11,191,"011011110001011101110001"
"1121",2725,4034,0,1472315,"SP_1564",11,194,"110000110111111000100111"
"1122",4924,4037,1,1118398,"",11,197,"010111110011000010010101"
"1123",2281,4042,1,1186712,"SP_1251",11,202,"100011100100000111011101"
"1124",4594,4044,0,378487,"SP_0400",11,204,"010001001011010011011101"
"1125",5355,4044,2,2051969,"SP_2141",11,204,"010001001011010011011101"
"1126",5601,4044,2,544898,"SP_0577",11,204,"010001001011010011011101"
"1127",4546,4046,0,262607,"",11,206,"010101101100010111000011"
"1128",2969,4048,0,1619329,"",11,208,"110100011100010100111111"
"1129",588,4052,0,214589,"",11,212,"101010101110010010110100"
"1130",5917,4059,0,2039002,"SP_2127",11,219,"001100111101000110110100"
"1131",2869,4067,2,1577805,"SP_1676",11,227,"110100101001001100000011"
"1132",937,4068,0,417336,"",11,228,"110001010000001110011100"
"1133",5389,4070,2,2078714,"SP_2160",11,230,"011011111101110110001000"
"1134",4380,4080,0,40376,"",11,240,"010101011010011011111001"
"1135",5185,4080,0,1743898,"SP_1833",11,240,"010101011010011011111001"
"1136",1047,4084,3,458007,"SP_0478",11,244,"100111111001000000111010"
"1137",1187,4085,0,527363,"SP_0558",11,245,"101000111100100101100011"
"1138",3307,4085,3,1763140,"SP_1855",11,245,"101000111100100101100011"
"1139",2612,4086,3,1367911,"SP_1447",11,246,"100011011110100000011110"
"1140",506,4089,0,167256,"SP_0173",11,249,"100111111101010000010100"
"1141",644,4093,1,223207,"",11,253,"111111001010000000000110"
"1142",2442,4095,0,1267176,"SP_1343",11,255,"110010010010101110001000"
"1143",5666,4096,0,877471,"",11,256,"001101101001111100000000"
"1144",3646,4101,0,1933095,"SP_2026",11,261,"101000111100111100000000"
"1145",5345,4106,1,2043260,"SP_2131",11,266,"011011001010110011001010"
"1146",4076,4107,2,2074147,"SP_2159",11,267,"101000111101110101111000"
"1147",4937,4110,0,1198497,"",11,270,"011101000011101001101111"
"1148",4088,4111,0,2075572,"SP_2159",11,271,"101001010010111000010100"
"1149",4813,4115,2,858311,"SP_0905",11,275,"011001100110101010010011"
"1150",3373,4119,0,1799500,"",11,279,"100110010100010011010111"
"1151",500,4121,2,164844,"",11,281,"110110001100000011001111"
"1152",3083,4121,0,1675430,"SP_1770",11,281,"110110001100000011001111"
"1153",5707,4125,0,1066633,"SP_1134",11,285,"001001110011011011110101"
"1154",5207,4126,0,1774169,"SP_1868",11,286,"011100100101101000001010"
"1155",1267,4128,1,547580,"F20-SP0578-SP0579",11,288,"100111111010010100111100"
"1156",250,4130,2,99160,"",11,290,"110010100001111000011011"
"1157",5877,4136,1,1893372,"SP_1989",11,296,"001100000110010110101001"
"1158",2676,4142,0,1427334,"SP_1519",11,302,"110111010100110110111000"
"1159",5794,4150,0,1522541,"",11,310,"001111111000011100101110"
"1160",1608,4152,2,710899,"SP_0751",11,312,"110001100011000001101100"
"1161",88,4156,0,63531,"",11,316,"110011001001110010100000"
"1162",1765,4164,3,846948,"",11,324,"110100100000111110101100"
"1163",5898,4171,0,1995939,"SP_2086",11,331,"001010001110011100010111"
"1164",1453,4176,2,641988,"SP_0665",11,336,"111100110100110111011000"
"1165",650,4183,3,224488,"",11,343,"100110010111011101001101"
"1166",997,4183,3,441836,"SP_0463",11,343,"100110010111011101001101"
"1167",3418,4187,0,1829467,"SP_1919",11,347,"100010110111011110000100"
"1168",3922,4187,0,2039862,"SP_2128",11,347,"100010110111011110000100"
"1169",4029,4189,1,2064429,"",11,349,"110000110100101111011110"
"1170",3542,4190,0,1882930,"SP_1978",11,350,"101000110011011001100011"
"1171",4746,4192,0,665450,"SP_0696",11,352,"010110100010100001110111"
"1172",5066,4192,3,1521996,"",11,352,"010110100010100001110111"
"1173",1152,4202,3,510277,"SP_0530",11,362,"011000000111101111011110"
"1174",2100,4206,0,1053296,"",11,366,"100111000011011010100000"
"1175",3524,4209,3,1873329,"SP_1966",11,369,"110011111010100100110011"
"1176",3886,4216,1,2025628,"SP_2112",11,376,"000010101010101010101111"
"1177",6022,4216,3,486117,"SP_0505",11,376,"000010101010101010101111"
"1178",4410,4222,0,74523,"SP_0071",11,382,"010011100001011101001000"
"1179",5363,4235,3,2061966,"SP_2147",12,11,"010111000100111001110001"
"1180",1998,4239,1,984976,"",12,15,"111100110011001101010110"
"1181",3159,4239,3,1717798,"SP_1800",12,15,"111100110011001101010110"
"1182",974,4245,0,437748,"",12,21,"100101010110101001011111"
"1183",4639,4249,1,463539,"",12,25,"011001101111111100000110"
"1184",4448,4253,1,113182,"",12,29,"010100000100100011011110"
"1185",4935,4253,2,1189446,"SP_1256",12,29,"010100000100100011011110"
"1186",6318,4256,0,643643,"SP_0667",12,32,"000001101110000111101011"
"1187",1712,4257,1,795272,"SP_0848",12,33,"000100010101100110101100"
"1188",1280,4262,0,554961,"SP_0585",12,38,"101010100111011101000010"
"1189",3527,4262,0,1874679,"",12,38,"101010100111011101000010"
